mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_n_estimators,param_min_samples_split,param_max_depth,param_criterion,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
0.5870087941487631,0.24900529553538028,0.10274696350097656,0.08050623420344007,400,10,50,gini,"{'n_estimators': np.int64(400), 'min_samples_split': 10, 'max_depth': np.int64(50), 'criterion': 'gini'}",0.8025210084033614,0.8016877637130801,0.8143459915611815,0.8061849212258743,0.0057807655745494,5
0.6245086987813314,0.09104624236737129,0.04893898963928223,0.0008644675209364569,400,2,20,gini,"{'n_estimators': np.int64(400), 'min_samples_split': 2, 'max_depth': np.int64(20), 'criterion': 'gini'}",0.7605042016806722,0.7848101265822784,0.8143459915611815,0.7865534399413775,0.02201535737442141,17
0.5212894280751547,0.10900539374930202,0.037795305252075195,0.00851429155157513,400,10,30,entropy,"{'n_estimators': np.int64(400), 'min_samples_split': 10, 'max_depth': np.int64(30), 'criterion': 'entropy'}",0.8025210084033614,0.8016877637130801,0.8227848101265823,0.8089978607476747,0.00975477845505792,1
0.5543956756591797,0.08149243895534652,0.035851637522379555,0.010935880048789676,400,2,10,entropy,"{'n_estimators': np.int64(400), 'min_samples_split': 2, 'max_depth': np.int64(10), 'criterion': 'entropy'}",0.7773109243697479,0.7890295358649789,0.8312236286919831,0.7991880296422367,0.02315226653700995,11
0.34588853518168133,0.030770284537734456,0.025150458017985027,0.007744417092203978,200,2,10,entropy,"{'n_estimators': np.int64(200), 'min_samples_split': 2, 'max_depth': np.int64(10), 'criterion': 'entropy'}",0.7815126050420168,0.7932489451476793,0.8312236286919831,0.8019950596272264,0.021215833033356384,8
0.30164678891499835,0.0422094310794015,0.01942284901936849,0.005748893940460909,200,2,30,gini,"{'n_estimators': np.int64(200), 'min_samples_split': 2, 'max_depth': np.int64(30), 'criterion': 'gini'}",0.7563025210084033,0.7848101265822784,0.810126582278481,0.7837464099563877,0.021986450565388616,20
0.8442447185516357,0.15197084027102592,0.07462032636006673,0.01786689466385294,500,2,50,gini,"{'n_estimators': np.int64(500), 'min_samples_split': 2, 'max_depth': np.int64(50), 'criterion': 'gini'}",0.7647058823529411,0.7805907172995781,0.8143459915611815,0.7865475304045669,0.020698596205658202,18
0.29404060045878094,0.05326754152667385,0.03432957331339518,0.013834007793277836,200,5,50,entropy,"{'n_estimators': np.int64(200), 'min_samples_split': 5, 'max_depth': np.int64(50), 'criterion': 'entropy'}",0.7689075630252101,0.8016877637130801,0.8227848101265823,0.7977933789549575,0.022167004207286758,12
0.7325026988983154,0.07228694350837467,0.053855578104654946,0.012371466165777126,400,5,50,gini,"{'n_estimators': np.int64(400), 'min_samples_split': 5, 'max_depth': np.int64(50), 'criterion': 'gini'}",0.7605042016806722,0.7848101265822784,0.8312236286919831,0.792179318984978,0.029337553711958026,14
0.5277965068817139,0.025406200204076683,0.0349727471669515,0.004258821831253026,300,5,10,entropy,"{'n_estimators': np.int64(300), 'min_samples_split': 5, 'max_depth': np.int64(10), 'criterion': 'entropy'}",0.7941176470588235,0.7890295358649789,0.8270042194092827,0.803383800777695,0.016830831849690257,6
0.20666917165120444,0.01799355414192471,0.02252642313639323,0.009887616242386247,100,5,30,entropy,"{'n_estimators': np.int64(100), 'min_samples_split': 5, 'max_depth': np.int64(30), 'criterion': 'entropy'}",0.773109243697479,0.7974683544303798,0.8143459915611815,0.7949745298963468,0.016926935422545752,13
0.6226413249969482,0.11361665899135732,0.03765106201171875,0.001548278981547542,300,10,10,gini,"{'n_estimators': np.int64(300), 'min_samples_split': 10, 'max_depth': np.int64(10), 'criterion': 'gini'}",0.8067226890756303,0.7974683544303798,0.8185654008438819,0.8075854814499639,0.008634413697689476,3
0.3720413049062093,0.041178944982051525,0.028985261917114258,0.0031088685007063105,200,5,30,gini,"{'n_estimators': np.int64(200), 'min_samples_split': 5, 'max_depth': np.int64(30), 'criterion': 'gini'}",0.7605042016806722,0.7890295358649789,0.8185654008438819,0.7893663794631776,0.023704581973037882,16
1.0356206893920898,0.1410560380574441,0.08533326784769694,0.029937918199867304,500,5,10,gini,"{'n_estimators': np.int64(500), 'min_samples_split': 5, 'max_depth': np.int64(10), 'criterion': 'gini'}",0.7899159663865546,0.7848101265822784,0.8270042194092827,0.8005767707927053,0.018802924068933427,9
0.9782463709513346,0.11722816577383331,0.07174293200174968,0.00833518993431532,500,2,20,gini,"{'n_estimators': np.int64(500), 'min_samples_split': 2, 'max_depth': np.int64(20), 'criterion': 'gini'}",0.7647058823529411,0.7805907172995781,0.8143459915611815,0.7865475304045669,0.020698596205658202,18
0.4003300666809082,0.02076434985723242,0.0261838436126709,0.00070395138218295,200,10,40,gini,"{'n_estimators': np.int64(200), 'min_samples_split': 10, 'max_depth': np.int64(40), 'criterion': 'gini'}",0.7983193277310925,0.8016877637130801,0.810126582278481,0.8033778912408845,0.004966233534708058,7
0.9426191647847494,0.06686183839406963,0.05524603525797526,0.019064881309248594,500,10,20,entropy,"{'n_estimators': np.int64(500), 'min_samples_split': 10, 'max_depth': np.int64(20), 'criterion': 'entropy'}",0.8025210084033614,0.8016877637130801,0.8227848101265823,0.8089978607476747,0.00975477845505792,1
0.8325007756551107,0.04675664736211608,0.05425612131754557,0.01332026029004822,500,5,50,gini,"{'n_estimators': np.int64(500), 'min_samples_split': 5, 'max_depth': np.int64(50), 'criterion': 'gini'}",0.7689075630252101,0.7848101265822784,0.8227848101265823,0.7921674999113569,0.022602177557824774,15
